DateTime,Temp_C,Intensity
12/22/18 02:15:00 AM,7.280,0.0
12/22/18 02:30:00 AM,7.280,0.0
12/22/18 02:45:00 AM,7.280,0.0
12/22/18 03:00:00 AM,7.280,0.0
12/22/18 03:15:00 AM,7.179,0.0
12/22/18 03:30:00 AM,7.179,0.0
12/22/18 03:45:00 AM,7.179,0.0
12/22/18 04:00:00 AM,7.280,0.0
12/22/18 04:15:00 AM,7.179,0.0
12/22/18 04:30:00 AM,7.179,0.0
12/22/18 04:45:00 AM,7.179,0.0
12/22/18 05:00:00 AM,7.179,0.0
12/22/18 05:15:00 AM,7.179,0.0
12/22/18 05:30:00 AM,7.179,0.0
12/22/18 05:45:00 AM,7.179,0.0
12/22/18 06:00:00 AM,7.179,0.0
12/22/18 06:15:00 AM,7.179,0.0
12/22/18 06:30:00 AM,7.179,0.0
12/22/18 06:45:00 AM,7.179,0.0
12/22/18 07:00:00 AM,7.179,21.5
12/22/18 07:15:00 AM,7.179,118.4
12/22/18 07:30:00 AM,7.179,398.3
12/22/18 07:45:00 AM,7.179,925.7
12/22/18 08:00:00 AM,7.280,"1,980.6"
12/22/18 08:15:00 AM,7.280,"1,894.5"
12/22/18 08:30:00 AM,7.280,"1,894.5"
12/22/18 08:45:00 AM,7.179,"1,894.5"
12/22/18 09:00:00 AM,7.280,"2,927.8"
12/22/18 09:15:00 AM,7.280,"1,550.0"
12/22/18 09:30:00 AM,7.280,"1,894.5"
12/22/18 09:45:00 AM,7.280,"1,108.7"
12/22/18 10:00:00 AM,7.280,678.1
12/22/18 10:15:00 AM,7.280,"1,065.6"
12/22/18 10:30:00 AM,7.280,"1,808.3"
12/22/18 10:45:00 AM,7.280,861.1
12/22/18 11:00:00 AM,7.280,570.5
12/22/18 11:15:00 AM,7.280,258.3
12/22/18 11:30:00 AM,7.381,645.8
12/22/18 11:45:00 AM,7.381,"2,669.5"
12/22/18 12:00:00 PM,7.381,"1,980.6"
12/22/18 12:15:00 PM,7.381,"1,302.4"
12/22/18 12:30:00 PM,7.381,"1,636.1"
12/22/18 12:45:00 PM,7.381,"2,325.0"
12/22/18 01:00:00 PM,7.381,"1,980.6"
12/22/18 01:15:00 PM,7.381,"3,272.2"
12/22/18 01:30:00 PM,7.381,"2,066.7"
12/22/18 01:45:00 PM,7.381,"3,100.0"
12/22/18 02:00:00 PM,7.381,"1,808.3"
12/22/18 02:15:00 PM,7.381,"1,550.0"
12/22/18 02:30:00 PM,7.381,"1,980.6"
12/22/18 02:45:00 PM,7.381,"1,550.0"
12/22/18 03:00:00 PM,7.381,"1,097.9"
12/22/18 03:15:00 PM,7.280,613.5
12/22/18 03:30:00 PM,7.280,441.3
12/22/18 03:45:00 PM,7.280,366.0
12/22/18 04:00:00 PM,7.280,247.6
12/22/18 04:15:00 PM,7.179,86.1
12/22/18 04:30:00 PM,7.179,10.8
12/22/18 04:45:00 PM,7.179,0.0
12/22/18 05:00:00 PM,7.179,0.0
12/22/18 05:15:00 PM,7.179,0.0
12/22/18 05:30:00 PM,7.179,0.0
12/22/18 05:45:00 PM,7.179,0.0
12/22/18 06:00:00 PM,7.079,0.0
12/22/18 06:15:00 PM,7.079,0.0
12/22/18 06:30:00 PM,7.079,0.0
12/22/18 06:45:00 PM,7.079,0.0
12/22/18 07:00:00 PM,7.079,0.0
12/22/18 07:15:00 PM,7.079,0.0
12/22/18 07:30:00 PM,7.079,0.0
12/22/18 07:45:00 PM,6.978,0.0
12/22/18 08:00:00 PM,6.978,0.0
12/22/18 08:15:00 PM,6.978,0.0
12/22/18 08:30:00 PM,6.978,0.0
12/22/18 08:45:00 PM,6.877,0.0
12/22/18 09:00:00 PM,6.877,0.0
12/22/18 09:15:00 PM,6.978,0.0
12/22/18 09:30:00 PM,6.978,0.0
12/22/18 09:45:00 PM,6.978,0.0
12/22/18 10:00:00 PM,6.978,0.0
12/22/18 10:15:00 PM,6.978,0.0
12/22/18 10:30:00 PM,6.978,0.0
12/22/18 10:45:00 PM,6.877,0.0
12/22/18 11:00:00 PM,6.877,0.0
12/22/18 11:15:00 PM,6.877,0.0
12/22/18 11:30:00 PM,6.877,0.0
12/22/18 11:45:00 PM,6.877,0.0
12/23/18 12:00:00 AM,6.877,0.0
12/23/18 12:15:00 AM,6.877,0.0
12/23/18 12:30:00 AM,6.775,0.0
12/23/18 12:45:00 AM,6.877,0.0
12/23/18 01:00:00 AM,6.877,0.0
