DateTime,dswrf,uswrf
'16-May-2018 13:30:00',276.4375,36.9375
'16-May-2018 16:30:00',318.0625,37.5
'16-May-2018 19:30:00',154.125,20.4375
'16-May-2018 22:30:00',51.8125,12.125
'17-May-2018 01:30:00',0,0
'17-May-2018 04:30:00',0,0
'17-May-2018 07:30:00',0,0
'17-May-2018 10:30:00',40.125,10.1875
'17-May-2018 13:30:00',142.1875,19.625
'17-May-2018 16:30:00',202.6875,24.375
'17-May-2018 19:30:00',246.5,32
'17-May-2018 22:30:00',203.9375,44.0625
'18-May-2018 01:30:00',0,0
'18-May-2018 04:30:00',0,0
'18-May-2018 07:30:00',0,0
'18-May-2018 10:30:00',152.4375,36.0625
'18-May-2018 13:30:00',592.9375,77
'18-May-2018 16:30:00',821.5,93.25
'18-May-2018 19:30:00',669.5625,83.6875
'18-May-2018 22:30:00',229.6875,50
'19-May-2018 01:30:00',0,0
'19-May-2018 04:30:00',0,0
'19-May-2018 07:30:00',0,0
'19-May-2018 10:30:00',83.625,22.75
'19-May-2018 13:30:00',215,29.25
'19-May-2018 16:30:00',252.875,30.25
'19-May-2018 19:30:00',295.75,39.25
'19-May-2018 22:30:00',164.6875,39.125
'20-May-2018 01:30:00',0,0
'20-May-2018 04:30:00',0,0
'20-May-2018 07:30:00',0,0
'20-May-2018 10:30:00',123.1875,28.5
'20-May-2018 13:30:00',482.1875,66.25
'20-May-2018 16:30:00',789.4375,92.3125
'20-May-2018 19:30:00',758.1875,98.75
'20-May-2018 22:30:00',247.25,55.625
'21-May-2018 01:30:00',0,0
'21-May-2018 04:30:00',0,0
'21-May-2018 07:30:00',0,0
'21-May-2018 10:30:00',190.3125,46.125
'21-May-2018 13:30:00',709.3125,93
'21-May-2018 16:30:00',952.8125,108.125
'21-May-2018 19:30:00',764.3125,96.8125
'21-May-2018 22:30:00',262.6875,58.4375
'22-May-2018 01:30:00',0,0
'22-May-2018 04:30:00',0,0
'22-May-2018 07:30:00',0,0
'22-May-2018 10:30:00',188.8125,45.625
'22-May-2018 13:30:00',414.125,56.1875
'22-May-2018 16:30:00',209.6875,24.9375
'22-May-2018 19:30:00',170.125,22.375
'22-May-2018 22:30:00',62.9375,14.5625
'23-May-2018 01:30:00',0,0
'23-May-2018 04:30:00',0,0
'23-May-2018 07:30:00',0,0
'23-May-2018 10:30:00',46.4375,12.1875
'23-May-2018 13:30:00',383.375,50.5625
'23-May-2018 16:30:00',971.5625,112.5625
'23-May-2018 19:30:00',759.125,97.1875
'23-May-2018 22:30:00',265,59.9375
'24-May-2018 01:30:00',0,0
'24-May-2018 04:30:00',0,0
'24-May-2018 07:30:00',0,0
'24-May-2018 10:30:00',194.1875,46.8125
'24-May-2018 13:30:00',736.0625,96.5
'24-May-2018 16:30:00',982.3125,112.125
'24-May-2018 19:30:00',791.3125,100.625
'24-May-2018 22:30:00',267.875,60.375
'25-May-2018 01:30:00',0,0
'25-May-2018 04:30:00',0,0
'25-May-2018 07:30:00',0,0
'25-May-2018 10:30:00',194.75,47.1875
'25-May-2018 13:30:00',731.1875,96.4375
'25-May-2018 16:30:00',983.0625,112.5
'25-May-2018 19:30:00',785.25,99.1875
'25-May-2018 22:30:00',271.875,60.75
'26-May-2018 01:30:00',0,0
'26-May-2018 04:30:00',0,0
'26-May-2018 07:30:00',0,0
'26-May-2018 10:30:00',192.3125,46.6875
'26-May-2018 13:30:00',714.5,94.9375
'26-May-2018 16:30:00',953.4375,110.125
'26-May-2018 19:30:00',759.125,96.875
'26-May-2018 22:30:00',249.375,54.6875
'27-May-2018 01:30:00',0,0
'27-May-2018 04:30:00',0,0
'27-May-2018 07:30:00',0,0
'27-May-2018 10:30:00',115.8125,26.5625
'27-May-2018 13:30:00',336.5625,44.6875
'27-May-2018 16:30:00',552.5,64.25
'27-May-2018 19:30:00',290.9375,37
'27-May-2018 22:30:00',64.125,14.6875
'28-May-2018 01:30:00',0,0
'28-May-2018 04:30:00',0,0
'28-May-2018 07:30:00',0,0
'28-May-2018 10:30:00',53.25,12.8125
'28-May-2018 13:30:00',229.1875,30.625
'28-May-2018 16:30:00',404.875,47.25
'28-May-2018 19:30:00',491.5625,62.8125
'28-May-2018 22:30:00',189.3125,41.8125
'29-May-2018 01:30:00',0.0625,0.0625
'29-May-2018 04:30:00',0,0
'29-May-2018 07:30:00',0,0
'29-May-2018 10:30:00',192.375,46.6875
'29-May-2018 13:30:00',714.1875,95.375
'29-May-2018 16:30:00',967.4375,112.3125
'29-May-2018 19:30:00',780.1875,99.9375
'29-May-2018 22:30:00',274.375,61.6875
'30-May-2018 01:30:00',0.125,0.125
'30-May-2018 04:30:00',0,0
'30-May-2018 07:30:00',0,0
'30-May-2018 10:30:00',199.3125,47.875
'30-May-2018 13:30:00',733.0625,96.5
'30-May-2018 16:30:00',990.0625,113.4375
'30-May-2018 19:30:00',795.1875,100.75
'30-May-2018 22:30:00',281.625,62.8125
'31-May-2018 01:30:00',0.1875,0.125
'31-May-2018 04:30:00',0,0
'31-May-2018 07:30:00',0,0
'31-May-2018 10:30:00',200.375,48.125
'31-May-2018 13:30:00',727.9375,96.1875
'31-May-2018 16:30:00',960.0625,110.9375
'31-May-2018 19:30:00',533.125,67.25
'31-May-2018 22:30:00',139.125,30.8125
'01-Jun-2018 01:30:00',0.125,0.0625
'01-Jun-2018 04:30:00',0,0
'01-Jun-2018 07:30:00',0,0
'01-Jun-2018 10:30:00',144.0625,33.8125
'01-Jun-2018 13:30:00',506.875,68.6875
'01-Jun-2018 16:30:00',464.3125,54.375
'01-Jun-2018 19:30:00',555.75,70.9375
'01-Jun-2018 22:30:00',172,39.75
'02-Jun-2018 01:30:00',0.25,0.1875
'02-Jun-2018 04:30:00',0,0
'02-Jun-2018 07:30:00',0,0
'02-Jun-2018 10:30:00',175.75,41.875
'02-Jun-2018 13:30:00',581.875,78.25
'02-Jun-2018 16:30:00',727.9375,84.5625
'02-Jun-2018 19:30:00',590.875,74.1875
'02-Jun-2018 22:30:00',158.6875,34.4375
'03-Jun-2018 01:30:00',0.1875,0.125
'03-Jun-2018 04:30:00',0,0
'03-Jun-2018 07:30:00',0,0
'03-Jun-2018 10:30:00',204.6875,48.8125
'03-Jun-2018 13:30:00',743.8125,97.0625
'03-Jun-2018 16:30:00',1009.625,114.375
'03-Jun-2018 19:30:00',769,95.0625
'03-Jun-2018 22:30:00',257.0625,56.125
'04-Jun-2018 01:30:00',0.4375,0.25
'04-Jun-2018 04:30:00',0,0
'04-Jun-2018 07:30:00',0,0
'04-Jun-2018 10:30:00',37.6875,9.3125
'04-Jun-2018 13:30:00',112.1875,15.25
'04-Jun-2018 16:30:00',162.8125,19.5625
'04-Jun-2018 19:30:00',167,21.875
'04-Jun-2018 22:30:00',149.8125,36.875
'05-Jun-2018 01:30:00',0.4375,0.3125
'05-Jun-2018 04:30:00',0,0
'05-Jun-2018 07:30:00',0,0
'05-Jun-2018 10:30:00',201.5625,47
'05-Jun-2018 13:30:00',741.6875,96.9375
'05-Jun-2018 16:30:00',867.375,99.1875
'05-Jun-2018 19:30:00',629.75,80.5
'05-Jun-2018 22:30:00',287.875,63.625
'06-Jun-2018 01:30:00',0.5,0.3125
'06-Jun-2018 04:30:00',0,0
'06-Jun-2018 07:30:00',0,0
'06-Jun-2018 10:30:00',191.875,44.4375
'06-Jun-2018 13:30:00',722.8125,94.9375
'06-Jun-2018 16:30:00',583.125,66.75
'06-Jun-2018 19:30:00',430,54
'06-Jun-2018 22:30:00',171.125,37.6875
'07-Jun-2018 01:30:00',0.4375,0.25
'07-Jun-2018 04:30:00',0,0
'07-Jun-2018 07:30:00',0,0
'07-Jun-2018 10:30:00',134.875,31.25
'07-Jun-2018 13:30:00',468.5625,60.75
'07-Jun-2018 16:30:00',642.375,72.9375
'07-Jun-2018 19:30:00',763.3125,95.6875
'07-Jun-2018 22:30:00',286,62.75
'08-Jun-2018 01:30:00',0.75,0.4375
'08-Jun-2018 04:30:00',0,0
'08-Jun-2018 07:30:00',0,0
'08-Jun-2018 10:30:00',157.3125,36.4375
'08-Jun-2018 13:30:00',674.9375,87.3125
'08-Jun-2018 16:30:00',953.125,108.4375
'08-Jun-2018 19:30:00',761.125,94.875
'08-Jun-2018 22:30:00',285.0625,61.375
'09-Jun-2018 01:30:00',0.75,0.4375
'09-Jun-2018 04:30:00',0,0
'09-Jun-2018 07:30:00',0,0
'09-Jun-2018 10:30:00',105.0625,25.625
'09-Jun-2018 13:30:00',663.125,86.125
'09-Jun-2018 16:30:00',976.125,111.375
'09-Jun-2018 19:30:00',734.875,90.9375
'09-Jun-2018 22:30:00',255.0625,53.25
'10-Jun-2018 01:30:00',0.75,0.4375
'10-Jun-2018 04:30:00',0,0
'10-Jun-2018 07:30:00',0,0
'10-Jun-2018 10:30:00',199.6875,47.1875
'10-Jun-2018 13:30:00',683.5625,88.3125
'10-Jun-2018 16:30:00',812.625,91.1875
'10-Jun-2018 19:30:00',648.625,79.5
'10-Jun-2018 22:30:00',245.75,51.25
'11-Jun-2018 01:30:00',0.8125,0.4375
'11-Jun-2018 04:30:00',0,0
'11-Jun-2018 07:30:00',0,0
'11-Jun-2018 10:30:00',172.1875,39.125
'11-Jun-2018 13:30:00',637.6875,80.5
'11-Jun-2018 16:30:00',957.9375,107.625
'11-Jun-2018 19:30:00',823.625,102.375
'11-Jun-2018 22:30:00',308.875,66.5625
'12-Jun-2018 01:30:00',1,0.625
'12-Jun-2018 04:30:00',0,0
'12-Jun-2018 07:30:00',0,0
'12-Jun-2018 10:30:00',211.125,50.125
'12-Jun-2018 13:30:00',747,97.1875
'12-Jun-2018 16:30:00',1004.0625,113.5625
'12-Jun-2018 19:30:00',824.3125,102.375
'12-Jun-2018 22:30:00',312,67.0625
'13-Jun-2018 01:30:00',1.125,0.6875
'13-Jun-2018 04:30:00',0,0
'13-Jun-2018 07:30:00',0,0
'13-Jun-2018 10:30:00',152.875,38.25
'13-Jun-2018 13:30:00',582.8125,76.6875
'13-Jun-2018 16:30:00',584.4375,68.0625
'13-Jun-2018 19:30:00',373.25,48.1875
'13-Jun-2018 22:30:00',258.5625,58.125
'14-Jun-2018 01:30:00',1,0.625
'14-Jun-2018 04:30:00',0,0
'14-Jun-2018 07:30:00',0,0
'14-Jun-2018 10:30:00',203.3125,48.5625
'14-Jun-2018 13:30:00',744,97
'14-Jun-2018 16:30:00',994.75,113.5625
'14-Jun-2018 19:30:00',807.9375,101.4375
'14-Jun-2018 22:30:00',290.375,61.1875
'15-Jun-2018 01:30:00',0.8125,0.5
'15-Jun-2018 04:30:00',0,0
'15-Jun-2018 07:30:00',0,0
'15-Jun-2018 10:30:00',91.5,22.4375
'15-Jun-2018 13:30:00',291.5,39.0625
'15-Jun-2018 16:30:00',416.8125,48.1875
'15-Jun-2018 19:30:00',379.625,48.375
'15-Jun-2018 22:30:00',189.1875,41.5625
'16-Jun-2018 01:30:00',1,0.625
'16-Jun-2018 04:30:00',0,0
'16-Jun-2018 07:30:00',0,0
'16-Jun-2018 10:30:00',204,48.9375
'16-Jun-2018 13:30:00',732.125,96.3125
'16-Jun-2018 16:30:00',977.4375,111.1875
'16-Jun-2018 19:30:00',796.6875,99.3125
'16-Jun-2018 22:30:00',288.4375,60.0625
'17-Jun-2018 01:30:00',1.25,0.75
'17-Jun-2018 04:30:00',0,0
'17-Jun-2018 07:30:00',0,0
'17-Jun-2018 10:30:00',204.8125,49.0625
'17-Jun-2018 13:30:00',736.125,96.5
'17-Jun-2018 16:30:00',996.8125,113.625
'17-Jun-2018 19:30:00',811.6875,101.6875
'17-Jun-2018 22:30:00',303.125,64.9375
'18-Jun-2018 01:30:00',1.375,0.8125
'18-Jun-2018 04:30:00',0,0
'18-Jun-2018 07:30:00',0,0
'18-Jun-2018 10:30:00',185.25,43.3125
'18-Jun-2018 13:30:00',658.0625,85.5625
'18-Jun-2018 16:30:00',945.25,108.5625
'18-Jun-2018 19:30:00',744.9375,93.25
'18-Jun-2018 22:30:00',279.375,58
'19-Jun-2018 01:30:00',1.25,0.6875
'19-Jun-2018 04:30:00',0,0
'19-Jun-2018 07:30:00',0,0
'19-Jun-2018 10:30:00',104.0625,24.9375
'19-Jun-2018 13:30:00',608.6875,79.6875
'19-Jun-2018 16:30:00',976.75,112.1875
'19-Jun-2018 19:30:00',808.125,101.0625
'19-Jun-2018 22:30:00',305,64.25
'20-Jun-2018 01:30:00',1.5,0.875
'20-Jun-2018 04:30:00',0,0
'20-Jun-2018 07:30:00',0,0
'20-Jun-2018 10:30:00',205.25,49.125
'20-Jun-2018 13:30:00',401.125,53.0625
'20-Jun-2018 16:30:00',659.3125,74.625
'20-Jun-2018 19:30:00',616,77.25
'20-Jun-2018 22:30:00',251.625,53.8125
'21-Jun-2018 01:30:00',1.375,0.8125
'21-Jun-2018 04:30:00',0,0
'21-Jun-2018 07:30:00',0,0
'21-Jun-2018 10:30:00',51.4375,12.125
'21-Jun-2018 13:30:00',276.3125,35.8125
'21-Jun-2018 16:30:00',938.875,108.5625
'21-Jun-2018 19:30:00',796.8125,100.875
'21-Jun-2018 22:30:00',303.25,65.4375
'22-Jun-2018 01:30:00',1.5625,0.9375
'22-Jun-2018 04:30:00',0,0
'22-Jun-2018 07:30:00',0,0
'22-Jun-2018 10:30:00',202.0625,48.5625
'22-Jun-2018 13:30:00',728.875,95.4375
'22-Jun-2018 16:30:00',978.25,110.75
'22-Jun-2018 19:30:00',764.625,93.375
'22-Jun-2018 22:30:00',277.5,56.4375
'23-Jun-2018 01:30:00',1.5625,0.875
'23-Jun-2018 04:30:00',0,0
'23-Jun-2018 07:30:00',0,0
'23-Jun-2018 10:30:00',56.875,14.0625
'23-Jun-2018 13:30:00',441.75,56.4375
'23-Jun-2018 16:30:00',907.8125,104.125
'23-Jun-2018 19:30:00',788.875,100.4375
'23-Jun-2018 22:30:00',293.5,62
'24-Jun-2018 01:30:00',1.5625,0.9375
'24-Jun-2018 04:30:00',0,0
'24-Jun-2018 07:30:00',0,0
'24-Jun-2018 10:30:00',168,39.1875
'24-Jun-2018 13:30:00',500.9375,68.1875
'24-Jun-2018 16:30:00',379,44.4375
'24-Jun-2018 19:30:00',597.9375,77.1875
'24-Jun-2018 22:30:00',299.875,64.6875
'25-Jun-2018 01:30:00',1.625,0.9375
'25-Jun-2018 04:30:00',0,0
'25-Jun-2018 07:30:00',0,0
'25-Jun-2018 10:30:00',118.1875,30.6875
'25-Jun-2018 13:30:00',391.6875,51.6875
'25-Jun-2018 16:30:00',902.4375,103.125
'25-Jun-2018 19:30:00',792.3125,98.875
'25-Jun-2018 22:30:00',231.75,48.875
'26-Jun-2018 01:30:00',1.5,0.875
'26-Jun-2018 04:30:00',0,0
'26-Jun-2018 07:30:00',0,0
'26-Jun-2018 10:30:00',202.1875,48.5625
'26-Jun-2018 13:30:00',738.75,96.625
'26-Jun-2018 16:30:00',1008.125,114.125
'26-Jun-2018 19:30:00',825.875,102.5625
'26-Jun-2018 22:30:00',316.3125,67.1875
'27-Jun-2018 01:30:00',1.75,1.0625
'27-Jun-2018 04:30:00',0,0
'27-Jun-2018 07:30:00',0,0
'27-Jun-2018 10:30:00',188.75,44.6875
'27-Jun-2018 13:30:00',657.4375,84.5625
'27-Jun-2018 16:30:00',842.9375,94.4375
'27-Jun-2018 19:30:00',660.9375,80.75
'27-Jun-2018 22:30:00',238.125,48.375
'28-Jun-2018 01:30:00',1.3125,0.75
'28-Jun-2018 04:30:00',0,0
'28-Jun-2018 07:30:00',0,0
'28-Jun-2018 10:30:00',153.375,35.3125
'28-Jun-2018 13:30:00',339.9375,46.3125
'28-Jun-2018 16:30:00',392,46.125
'28-Jun-2018 19:30:00',329.6875,42.3125
'28-Jun-2018 22:30:00',131.375,28.5
'29-Jun-2018 01:30:00',0.875,0.5
'29-Jun-2018 04:30:00',0,0
'29-Jun-2018 07:30:00',0,0
'29-Jun-2018 10:30:00',190,46.4375
'29-Jun-2018 13:30:00',712.5,95
'29-Jun-2018 16:30:00',964.8125,110.875
'29-Jun-2018 19:30:00',757.9375,95
'29-Jun-2018 22:30:00',305.0625,65.625
'30-Jun-2018 01:30:00',1.6875,1
'30-Jun-2018 04:30:00',0,0
'30-Jun-2018 07:30:00',0,0
'30-Jun-2018 10:30:00',188.625,45.8125
'30-Jun-2018 13:30:00',698.75,92.375
'30-Jun-2018 16:30:00',970.6875,112.25
'30-Jun-2018 19:30:00',794.6875,100.8125
'30-Jun-2018 22:30:00',302.5,65.1875
'01-Jul-2018 01:30:00',1.625,1
'01-Jul-2018 04:30:00',0,0
'01-Jul-2018 07:30:00',0,0
'01-Jul-2018 10:30:00',187,46
'01-Jul-2018 13:30:00',701.5625,94.375
'01-Jul-2018 16:30:00',952.5625,110.5
'01-Jul-2018 19:30:00',790.25,100.5625
'01-Jul-2018 22:30:00',301.375,65.0625
'02-Jul-2018 01:30:00',1.5625,0.9375
'02-Jul-2018 04:30:00',0,0
'02-Jul-2018 07:30:00',0,0
'02-Jul-2018 10:30:00',184.625,45.5625
'02-Jul-2018 13:30:00',687.1875,92.0625
'02-Jul-2018 16:30:00',957.375,111.5625
'02-Jul-2018 19:30:00',788.0625,100.4375
'02-Jul-2018 22:30:00',301,65.0625
'03-Jul-2018 01:30:00',1.5625,0.9375
'03-Jul-2018 04:30:00',0,0
'03-Jul-2018 07:30:00',0,0
'03-Jul-2018 10:30:00',185.25,45.6875
'03-Jul-2018 13:30:00',701,94.3125
'03-Jul-2018 16:30:00',961.625,111.8125
'03-Jul-2018 19:30:00',789,100.5
'03-Jul-2018 22:30:00',299.625,64.8125
'04-Jul-2018 01:30:00',1.5,0.875
'04-Jul-2018 04:30:00',0,0
'04-Jul-2018 07:30:00',0,0
'04-Jul-2018 10:30:00',180.9375,44.9375
'04-Jul-2018 13:30:00',452.625,63.1875
'04-Jul-2018 16:30:00',948.8125,111.125
'04-Jul-2018 19:30:00',758.8125,96.75
'04-Jul-2018 22:30:00',297,64.5
'05-Jul-2018 01:30:00',1.5,0.875
'05-Jul-2018 04:30:00',0,0
'05-Jul-2018 07:30:00',0,0
'05-Jul-2018 10:30:00',181.5625,45.0625
'05-Jul-2018 13:30:00',690.625,93.25
'05-Jul-2018 16:30:00',956.75,111.5625
'05-Jul-2018 19:30:00',788.5,100.4375
'05-Jul-2018 22:30:00',299.875,64.9375
'06-Jul-2018 01:30:00',1.4375,0.875
'06-Jul-2018 04:30:00',0,0
'06-Jul-2018 07:30:00',0,0
'06-Jul-2018 10:30:00',150.5625,36.375
'06-Jul-2018 13:30:00',574.1875,77.8125
'06-Jul-2018 16:30:00',828.6875,96.375
'06-Jul-2018 19:30:00',745.5625,94.9375
'06-Jul-2018 22:30:00',272.625,57.4375
'07-Jul-2018 01:30:00',1.3125,0.75
'07-Jul-2018 04:30:00',0,0
'07-Jul-2018 07:30:00',0,0
'07-Jul-2018 10:30:00',190.4375,46.3125
'07-Jul-2018 13:30:00',733.9375,96.3125
'07-Jul-2018 16:30:00',1007.8125,114.125
'07-Jul-2018 19:30:00',827.25,102.625
'07-Jul-2018 22:30:00',314.0625,67
'08-Jul-2018 01:30:00',1.4375,0.875
'08-Jul-2018 04:30:00',0,0
'08-Jul-2018 07:30:00',0,0
'08-Jul-2018 10:30:00',187.1875,46
'08-Jul-2018 13:30:00',727.0625,95.6875
'08-Jul-2018 16:30:00',1003,113.875
'08-Jul-2018 19:30:00',825.3125,102.5
'08-Jul-2018 22:30:00',314.8125,67
'09-Jul-2018 01:30:00',1.375,0.8125
'09-Jul-2018 04:30:00',0,0
'09-Jul-2018 07:30:00',0,0
'09-Jul-2018 10:30:00',185.3125,45.8125
'09-Jul-2018 13:30:00',712.25,95
'09-Jul-2018 16:30:00',984,112.875
'09-Jul-2018 19:30:00',811.4375,101.75
'09-Jul-2018 22:30:00',308,66.1875
'10-Jul-2018 01:30:00',1.25,0.75
'10-Jul-2018 04:30:00',0,0
'10-Jul-2018 07:30:00',0,0
'10-Jul-2018 10:30:00',180.6875,45
'10-Jul-2018 13:30:00',706.6875,94.625
'10-Jul-2018 16:30:00',979.875,112.6875
'10-Jul-2018 19:30:00',807.5,101.5
'10-Jul-2018 22:30:00',304.25,65.5
'11-Jul-2018 01:30:00',1.125,0.6875
'11-Jul-2018 04:30:00',0,0
'11-Jul-2018 07:30:00',0,0
'11-Jul-2018 10:30:00',174.3125,43.875
'11-Jul-2018 13:30:00',693.4375,93.8125
'11-Jul-2018 16:30:00',963.5625,111.875
'11-Jul-2018 19:30:00',646.6875,81.4375
'11-Jul-2018 22:30:00',202.4375,43.3125
'12-Jul-2018 01:30:00',0.5,0.3125
'12-Jul-2018 04:30:00',0,0
'12-Jul-2018 07:30:00',0,0
'12-Jul-2018 10:30:00',175.375,43.25
'12-Jul-2018 13:30:00',690.875,91.5
'12-Jul-2018 16:30:00',971.875,111.625
'12-Jul-2018 19:30:00',804.875,101.3125
'12-Jul-2018 22:30:00',302.75,65.5
'13-Jul-2018 01:30:00',1,0.625
'13-Jul-2018 04:30:00',0,0
'13-Jul-2018 07:30:00',0,0
'13-Jul-2018 10:30:00',177.1875,44.4375
'13-Jul-2018 13:30:00',704.0625,94.4375
'13-Jul-2018 16:30:00',975.5,112.1875
'13-Jul-2018 19:30:00',806.5,101.4375
'13-Jul-2018 22:30:00',302.8125,65.5625
'14-Jul-2018 01:30:00',0.9375,0.5625
'14-Jul-2018 04:30:00',0,0
'14-Jul-2018 07:30:00',0,0
'14-Jul-2018 10:30:00',141.125,34.9375
'14-Jul-2018 13:30:00',559.5625,75
'14-Jul-2018 16:30:00',767.25,88.8125
'14-Jul-2018 19:30:00',746.5,94.625
'14-Jul-2018 22:30:00',291.9375,63.4375
'15-Jul-2018 01:30:00',0.625,0.3125
'15-Jul-2018 04:30:00',0,0
'15-Jul-2018 07:30:00',0,0
'15-Jul-2018 10:30:00',125.75,30.5625
'15-Jul-2018 13:30:00',466.75,62.1875
'15-Jul-2018 16:30:00',854.6875,98.8125
'15-Jul-2018 19:30:00',763.875,96.9375
'15-Jul-2018 22:30:00',279.5625,61.1875
'16-Jul-2018 01:30:00',0.75,0.4375
'16-Jul-2018 04:30:00',0,0
'16-Jul-2018 07:30:00',0,0
'16-Jul-2018 10:30:00',165.3125,41.875
'16-Jul-2018 13:30:00',683.0625,92.625
'16-Jul-2018 16:30:00',953.5,111.125
'16-Jul-2018 19:30:00',785.1875,99.9375
'16-Jul-2018 22:30:00',286.0625,61.75
'17-Jul-2018 01:30:00',0.75,0.4375
'17-Jul-2018 04:30:00',0,0
'17-Jul-2018 07:30:00',0,0
'17-Jul-2018 10:30:00',161.75,41.3125
'17-Jul-2018 13:30:00',671.5,91.9375
'17-Jul-2018 16:30:00',935.8125,109.875
'17-Jul-2018 19:30:00',747.4375,95.8125
'17-Jul-2018 22:30:00',242.0625,54.3125
'18-Jul-2018 01:30:00',0.5625,0.3125
'18-Jul-2018 04:30:00',0,0
'18-Jul-2018 07:30:00',0,0
'18-Jul-2018 10:30:00',105.1875,25.75
'18-Jul-2018 13:30:00',655.625,88.4375
'18-Jul-2018 16:30:00',952.5625,110.5
'18-Jul-2018 19:30:00',726.5,91.25
'18-Jul-2018 22:30:00',281,62.25
'19-Jul-2018 01:30:00',0.625,0.375
'19-Jul-2018 04:30:00',0,0
'19-Jul-2018 07:30:00',0,0
'19-Jul-2018 10:30:00',169,43
'19-Jul-2018 13:30:00',704.0625,94.4375
'19-Jul-2018 16:30:00',983.125,112.8125
'19-Jul-2018 19:30:00',809.3125,101.5625
'19-Jul-2018 22:30:00',297.6875,65
'20-Jul-2018 01:30:00',0.5,0.3125
'20-Jul-2018 04:30:00',0,0
'20-Jul-2018 07:30:00',0,0
'20-Jul-2018 10:30:00',167.1875,42.6875
'20-Jul-2018 13:30:00',701.1875,94.3125
'20-Jul-2018 16:30:00',980.1875,112.6875
'20-Jul-2018 19:30:00',808.6875,101.5
'20-Jul-2018 22:30:00',297.875,65.125
'21-Jul-2018 01:30:00',0.4375,0.25
'21-Jul-2018 04:30:00',0,0
'21-Jul-2018 07:30:00',0,0
'21-Jul-2018 10:30:00',164.75,41.4375
'21-Jul-2018 13:30:00',704.875,93.5
'21-Jul-2018 16:30:00',982.25,111.9375
'21-Jul-2018 19:30:00',778.4375,97.0625
'21-Jul-2018 22:30:00',279.1875,60.875
'22-Jul-2018 01:30:00',0.3125,0.1875
'22-Jul-2018 04:30:00',0,0
'22-Jul-2018 07:30:00',0,0
'22-Jul-2018 10:30:00',126,30.5625
'22-Jul-2018 13:30:00',531.625,71.5
'22-Jul-2018 16:30:00',735,86.1875
'22-Jul-2018 19:30:00',441.9375,56
'22-Jul-2018 22:30:00',176.6875,41.6875
'23-Jul-2018 01:30:00',0.25,0.125
'23-Jul-2018 04:30:00',0,0
'23-Jul-2018 07:30:00',0,0
'23-Jul-2018 10:30:00',150.25,38.8125
'23-Jul-2018 13:30:00',269.1875,37.5625
'23-Jul-2018 16:30:00',415.8125,49.625
'23-Jul-2018 19:30:00',349.0625,44.9375
'23-Jul-2018 22:30:00',142.4375,31.5
'24-Jul-2018 01:30:00',0.125,0.0625
'24-Jul-2018 04:30:00',0,0
'24-Jul-2018 07:30:00',0,0
'24-Jul-2018 10:30:00',121.3125,31.6875
'24-Jul-2018 13:30:00',420.625,57.5
'24-Jul-2018 16:30:00',501.25,58.9375
'24-Jul-2018 19:30:00',480.5,61.8125
'24-Jul-2018 22:30:00',179.8125,37.4375
'25-Jul-2018 01:30:00',0.0625,0.0625
'25-Jul-2018 04:30:00',0,0
'25-Jul-2018 07:30:00',0,0
'25-Jul-2018 10:30:00',142.3125,36.0625
'25-Jul-2018 13:30:00',663.375,91.9375
'25-Jul-2018 16:30:00',871.0625,102.1875
'25-Jul-2018 19:30:00',456.125,60.1875
'25-Jul-2018 22:30:00',216.6875,45
'26-Jul-2018 01:30:00',0.0625,0.0625
'26-Jul-2018 04:30:00',0,0
'26-Jul-2018 07:30:00',0,0
'26-Jul-2018 10:30:00',127.75,32.25
'26-Jul-2018 13:30:00',476.3125,65.3125
'26-Jul-2018 16:30:00',524.9375,61.9375
'26-Jul-2018 19:30:00',765.375,99.0625
'26-Jul-2018 22:30:00',269.75,60.8125
'27-Jul-2018 01:30:00',0.0625,0.0625
'27-Jul-2018 04:30:00',0,0
'27-Jul-2018 07:30:00',0,0
'27-Jul-2018 10:30:00',143.6875,38.1875
'27-Jul-2018 13:30:00',651.6875,89.5
'27-Jul-2018 16:30:00',900.25,105.0625
'27-Jul-2018 19:30:00',779.5,99.9375
'27-Jul-2018 22:30:00',272.5,61.25
'28-Jul-2018 01:30:00',0,0
'28-Jul-2018 04:30:00',0,0
'28-Jul-2018 07:30:00',0,0
'28-Jul-2018 10:30:00',143.6875,38
'28-Jul-2018 13:30:00',376.9375,54.875
'28-Jul-2018 16:30:00',411.75,49.25
'28-Jul-2018 19:30:00',630.375,81
'28-Jul-2018 22:30:00',259.3125,57.6875
'29-Jul-2018 01:30:00',0,0
'29-Jul-2018 04:30:00',0,0
'29-Jul-2018 07:30:00',0,0
'29-Jul-2018 10:30:00',142.375,37.9375
'29-Jul-2018 13:30:00',599.6875,80.875
'29-Jul-2018 16:30:00',875.625,101.375
'29-Jul-2018 19:30:00',708.8125,89.25
'29-Jul-2018 22:30:00',267.1875,59.9375
'30-Jul-2018 01:30:00',0,0
'30-Jul-2018 04:30:00',0,0
'30-Jul-2018 07:30:00',0,0
'30-Jul-2018 10:30:00',145.25,38.8125
'30-Jul-2018 13:30:00',667.4375,91.625
'30-Jul-2018 16:30:00',888.9375,103.4375
'30-Jul-2018 19:30:00',555.1875,70.5625
'30-Jul-2018 22:30:00',203.375,44.625
'31-Jul-2018 01:30:00',0,0
'31-Jul-2018 04:30:00',0,0
