DateTime,dswrf,uswrf
'19-Mar-2017 01:30:00',0,0
'19-Mar-2017 04:30:00',0,0
'19-Mar-2017 07:30:00',0,0
'19-Mar-2017 10:30:00',8.875,3.6875
'19-Mar-2017 13:30:00',168.9375,27.75
'19-Mar-2017 16:30:00',385.125,48.9375
'19-Mar-2017 19:30:00',383,56.3125
'19-Mar-2017 22:30:00',80.125,23.25
'20-Mar-2017 01:30:00',0,0
'20-Mar-2017 04:30:00',0,0
'20-Mar-2017 07:30:00',0,0
'20-Mar-2017 10:30:00',37.5,15.8125
'20-Mar-2017 13:30:00',511.5625,83.6875
'20-Mar-2017 16:30:00',836.6875,104.875
'20-Mar-2017 19:30:00',643.3125,93.125
'20-Mar-2017 22:30:00',120.6875,34.6875
'21-Mar-2017 01:30:00',0,0
'21-Mar-2017 04:30:00',0,0
'21-Mar-2017 07:30:00',0,0
'21-Mar-2017 10:30:00',31.0625,12.4375
'21-Mar-2017 13:30:00',344.5,55.75
'21-Mar-2017 16:30:00',474.5,59.6875
'21-Mar-2017 19:30:00',415.3125,60.25
'21-Mar-2017 22:30:00',104.1875,30.625
'22-Mar-2017 01:30:00',0,0
'22-Mar-2017 04:30:00',0,0
'22-Mar-2017 07:30:00',0,0
'22-Mar-2017 10:30:00',42.4375,17
'22-Mar-2017 13:30:00',481,78.1875
'22-Mar-2017 16:30:00',548.875,67.4375
'22-Mar-2017 19:30:00',512.9375,73.5
'22-Mar-2017 22:30:00',121.5,34.9375
'23-Mar-2017 01:30:00',0,0
'23-Mar-2017 04:30:00',0,0
'23-Mar-2017 07:30:00',0,0
'23-Mar-2017 10:30:00',46.9375,18.1875
'23-Mar-2017 13:30:00',550.4375,86.6875
'23-Mar-2017 16:30:00',870.25,106.75
'23-Mar-2017 19:30:00',660.75,94.125
'23-Mar-2017 22:30:00',127.9375,36.5
'24-Mar-2017 01:30:00',0,0
'24-Mar-2017 04:30:00',0,0
'24-Mar-2017 07:30:00',0,0
'24-Mar-2017 10:30:00',41,15.5
'24-Mar-2017 13:30:00',218.5,33.9375
'24-Mar-2017 16:30:00',452.1875,56.875
'24-Mar-2017 19:30:00',257.5,37.5
'24-Mar-2017 22:30:00',53,15.125
'25-Mar-2017 01:30:00',0,0
'25-Mar-2017 04:30:00',0,0
'25-Mar-2017 07:30:00',0,0
'25-Mar-2017 10:30:00',41.0625,15.3125
'25-Mar-2017 13:30:00',239,38.8125
'25-Mar-2017 16:30:00',458.125,58.0625
'25-Mar-2017 19:30:00',183.5,26.6875
'25-Mar-2017 22:30:00',34.9375,10.125
'26-Mar-2017 01:30:00',0,0
'26-Mar-2017 04:30:00',0,0
'26-Mar-2017 07:30:00',0,0
'26-Mar-2017 10:30:00',48.0625,17.625
'26-Mar-2017 13:30:00',469.5,73.9375
'26-Mar-2017 16:30:00',542.3125,67.6875
'26-Mar-2017 19:30:00',207.75,29.375
'26-Mar-2017 22:30:00',29.1875,8.3125
'27-Mar-2017 01:30:00',0,0
'27-Mar-2017 04:30:00',0,0
'27-Mar-2017 07:30:00',0,0
'27-Mar-2017 10:30:00',26.625,9.3125
'27-Mar-2017 13:30:00',273.6875,41.9375
'27-Mar-2017 16:30:00',168.125,21.625
'27-Mar-2017 19:30:00',124.25,18.625
'27-Mar-2017 22:30:00',60.1875,17.4375
'28-Mar-2017 01:30:00',0,0
'28-Mar-2017 04:30:00',0,0
'28-Mar-2017 07:30:00',0,0
'28-Mar-2017 10:30:00',39.25,14
'28-Mar-2017 13:30:00',130.3125,21.4375
'28-Mar-2017 16:30:00',179.6875,23.0625
'28-Mar-2017 19:30:00',279.4375,41
'28-Mar-2017 22:30:00',75.875,20.75
'29-Mar-2017 01:30:00',0,0
'29-Mar-2017 04:30:00',0,0
'29-Mar-2017 07:30:00',0,0
'29-Mar-2017 10:30:00',17.0625,5.875
'29-Mar-2017 13:30:00',304.1875,44.8125
'29-Mar-2017 16:30:00',852.9375,105.125
'29-Mar-2017 19:30:00',612.4375,84.875
'29-Mar-2017 22:30:00',95.875,26.0625
'30-Mar-2017 01:30:00',0,0
'30-Mar-2017 04:30:00',0,0
'30-Mar-2017 07:30:00',0,0
'30-Mar-2017 10:30:00',61.8125,21.3125
'30-Mar-2017 13:30:00',572.5625,87.5
'30-Mar-2017 16:30:00',883.8125,107.5
'30-Mar-2017 19:30:00',678.6875,94.875
'30-Mar-2017 22:30:00',114.625,31.5
'31-Mar-2017 01:30:00',0,0
'31-Mar-2017 04:30:00',0,0
'31-Mar-2017 07:30:00',0,0
'31-Mar-2017 10:30:00',22.4375,7.5
'31-Mar-2017 13:30:00',103.6875,16.875
'31-Mar-2017 16:30:00',198.1875,25.125
'31-Mar-2017 19:30:00',147.9375,21.3125
'31-Mar-2017 22:30:00',36.1875,10.0625
'01-Apr-2017 01:30:00',0,0
'01-Apr-2017 04:30:00',0,0
'01-Apr-2017 07:30:00',0,0
'01-Apr-2017 10:30:00',17.25,5.6875
'01-Apr-2017 13:30:00',132.25,20.6875
'01-Apr-2017 16:30:00',193.9375,24.5625
'01-Apr-2017 19:30:00',150.9375,21.625
'01-Apr-2017 22:30:00',37.125,10.25
'02-Apr-2017 01:30:00',0,0
'02-Apr-2017 04:30:00',0,0
'02-Apr-2017 07:30:00',0,0
'02-Apr-2017 10:30:00',36.75,11.875
'02-Apr-2017 13:30:00',334.875,49.5
'02-Apr-2017 16:30:00',695.875,84.5
'02-Apr-2017 19:30:00',543.9375,75.75
'02-Apr-2017 22:30:00',149,40.875
'03-Apr-2017 01:30:00',0,0
'03-Apr-2017 04:30:00',0,0
'03-Apr-2017 07:30:00',0,0
'03-Apr-2017 10:30:00',62.625,19.75
'03-Apr-2017 13:30:00',564.5,83.5625
'03-Apr-2017 16:30:00',823.8125,99.375
'03-Apr-2017 19:30:00',640.4375,88.375
'03-Apr-2017 22:30:00',101.375,27.125
'04-Apr-2017 01:30:00',0,0
'04-Apr-2017 04:30:00',0,0
'04-Apr-2017 07:30:00',0,0
'04-Apr-2017 10:30:00',13,4.125
'04-Apr-2017 13:30:00',140,21.25
'04-Apr-2017 16:30:00',282.4375,35.25
'04-Apr-2017 19:30:00',327.5,47.125
'04-Apr-2017 22:30:00',86.1875,23.4375
'05-Apr-2017 01:30:00',0,0
'05-Apr-2017 04:30:00',0,0
'05-Apr-2017 07:30:00',0,0
'05-Apr-2017 10:30:00',46.5625,15.125
'05-Apr-2017 13:30:00',243.0625,36.5625
'05-Apr-2017 16:30:00',508.1875,61.9375
'05-Apr-2017 19:30:00',481.9375,66.9375
'05-Apr-2017 22:30:00',107.8125,28.25
'06-Apr-2017 01:30:00',0,0
'06-Apr-2017 04:30:00',0,0
'06-Apr-2017 07:30:00',0,0
'06-Apr-2017 10:30:00',15.25,4.8125
'06-Apr-2017 13:30:00',81.3125,12.625
'06-Apr-2017 16:30:00',138.125,17.625
'06-Apr-2017 19:30:00',187,26.375
'06-Apr-2017 22:30:00',57.8125,16.5625
'07-Apr-2017 01:30:00',0,0
'07-Apr-2017 04:30:00',0,0
'07-Apr-2017 07:30:00',0,0
'07-Apr-2017 10:30:00',47.1875,15.3125
'07-Apr-2017 13:30:00',374.875,56.5
'07-Apr-2017 16:30:00',558.4375,67.125
'07-Apr-2017 19:30:00',414.5,56.25
'07-Apr-2017 22:30:00',87.375,23
'08-Apr-2017 01:30:00',0,0
'08-Apr-2017 04:30:00',0,0
'08-Apr-2017 07:30:00',0,0
'08-Apr-2017 10:30:00',55.6875,16.5
'08-Apr-2017 13:30:00',523.3125,75.9375
'08-Apr-2017 16:30:00',693.5625,82.4375
'08-Apr-2017 19:30:00',415.375,56.3125
'08-Apr-2017 22:30:00',103.0625,26.6875
'09-Apr-2017 01:30:00',0,0
'09-Apr-2017 04:30:00',0,0
'09-Apr-2017 07:30:00',0,0
'09-Apr-2017 10:30:00',88.4375,26.9375
'09-Apr-2017 13:30:00',626.5,90.875
'09-Apr-2017 16:30:00',920.9375,109.6875
'09-Apr-2017 19:30:00',707.25,96.25
'09-Apr-2017 22:30:00',163.625,42
'10-Apr-2017 01:30:00',0,0
'10-Apr-2017 04:30:00',0,0
'10-Apr-2017 07:30:00',0,0
'10-Apr-2017 10:30:00',88.0625,27
'10-Apr-2017 13:30:00',608.1875,89.375
'10-Apr-2017 16:30:00',900.625,108.5625
'10-Apr-2017 19:30:00',696,95.4375
'10-Apr-2017 22:30:00',164.1875,42.5625
'11-Apr-2017 01:30:00',0,0
'11-Apr-2017 04:30:00',0,0
'11-Apr-2017 07:30:00',0,0
'11-Apr-2017 10:30:00',88.6875,27
'11-Apr-2017 13:30:00',606.9375,89.25
'11-Apr-2017 16:30:00',893.4375,107.6875
'11-Apr-2017 19:30:00',697.0625,95.5
'11-Apr-2017 22:30:00',167.0625,43.4375
'12-Apr-2017 01:30:00',0,0
'12-Apr-2017 04:30:00',0,0
'12-Apr-2017 07:30:00',0,0
'12-Apr-2017 10:30:00',90.5625,27.1875
'12-Apr-2017 13:30:00',592.5,86.6875
'12-Apr-2017 16:30:00',831.875,100
'12-Apr-2017 19:30:00',618.9375,83
'12-Apr-2017 22:30:00',150.4375,38.4375
'13-Apr-2017 01:30:00',0,0
'13-Apr-2017 04:30:00',0,0
'13-Apr-2017 07:30:00',0,0
'13-Apr-2017 10:30:00',98.75,29
'13-Apr-2017 13:30:00',630.25,90.375
'13-Apr-2017 16:30:00',910.9375,107.8125
'13-Apr-2017 19:30:00',652.0625,86.9375
'13-Apr-2017 22:30:00',143.4375,35.6875
'14-Apr-2017 01:30:00',0,0
'14-Apr-2017 04:30:00',0,0
'14-Apr-2017 07:30:00',0,0
'14-Apr-2017 10:30:00',98.4375,28.5625
'14-Apr-2017 13:30:00',592.1875,83.5
'14-Apr-2017 16:30:00',934.5625,110.4375
'14-Apr-2017 19:30:00',727.25,97.375
'14-Apr-2017 22:30:00',181.375,45.9375
'15-Apr-2017 01:30:00',0,0
'15-Apr-2017 04:30:00',0,0
'15-Apr-2017 07:30:00',0,0
'15-Apr-2017 10:30:00',104.25,30.375
'15-Apr-2017 13:30:00',645,91.8125
'15-Apr-2017 16:30:00',930.5625,110.25
'15-Apr-2017 19:30:00',622,82
'15-Apr-2017 22:30:00',132.4375,33.1875
'16-Apr-2017 01:30:00',0,0
'16-Apr-2017 04:30:00',0,0
'16-Apr-2017 07:30:00',0,0
'16-Apr-2017 10:30:00',100.6875,29.5
'16-Apr-2017 13:30:00',618.9375,89.625
'16-Apr-2017 16:30:00',906.125,108.9375
'16-Apr-2017 19:30:00',701.9375,95.4375
'16-Apr-2017 22:30:00',176.125,44.75
'17-Apr-2017 01:30:00',0,0
'17-Apr-2017 04:30:00',0,0
'17-Apr-2017 07:30:00',0,0
'17-Apr-2017 10:30:00',105.625,30.75
'17-Apr-2017 13:30:00',602.6875,85.875
'17-Apr-2017 16:30:00',677.125,81.1875
'17-Apr-2017 19:30:00',528.5,70.4375
'17-Apr-2017 22:30:00',146,38.5625
'18-Apr-2017 01:30:00',0,0
'18-Apr-2017 04:30:00',0,0
'18-Apr-2017 07:30:00',0,0
'18-Apr-2017 10:30:00',112.25,32.5
'18-Apr-2017 13:30:00',653.25,92.125
'18-Apr-2017 16:30:00',779.8125,91.3125
'18-Apr-2017 19:30:00',468.5,61.4375
'18-Apr-2017 22:30:00',115.25,28.125
'19-Apr-2017 01:30:00',0,0
'19-Apr-2017 04:30:00',0,0
'19-Apr-2017 07:30:00',0,0
'19-Apr-2017 10:30:00',113.375,32
'19-Apr-2017 13:30:00',518.0625,72.6875
'19-Apr-2017 16:30:00',711.75,83.3125
'19-Apr-2017 19:30:00',497.375,64.75
'19-Apr-2017 22:30:00',146.6875,33
'20-Apr-2017 01:30:00',0,0
'20-Apr-2017 04:30:00',0,0
'20-Apr-2017 07:30:00',0,0
'20-Apr-2017 10:30:00',33.4375,9.625
'20-Apr-2017 13:30:00',140.1875,20.1875
'20-Apr-2017 16:30:00',290.9375,35.25
'20-Apr-2017 19:30:00',326.375,44.0625
'20-Apr-2017 22:30:00',109.125,27.75
'21-Apr-2017 01:30:00',0,0
'21-Apr-2017 04:30:00',0,0
'21-Apr-2017 07:30:00',0,0
'21-Apr-2017 10:30:00',37.5625,10.3125
'21-Apr-2017 13:30:00',133.3125,19.375
'21-Apr-2017 16:30:00',194.125,23.8125
'21-Apr-2017 19:30:00',207.9375,28.5
'21-Apr-2017 22:30:00',70.5625,17.375
'22-Apr-2017 01:30:00',0,0
'22-Apr-2017 04:30:00',0,0
'22-Apr-2017 07:30:00',0,0
'22-Apr-2017 10:30:00',63.5,18.5
'22-Apr-2017 13:30:00',408.4375,57.875
'22-Apr-2017 16:30:00',261.4375,31.6875
'22-Apr-2017 19:30:00',121.75,16.625
'22-Apr-2017 22:30:00',34.625,8.875
'23-Apr-2017 01:30:00',0,0
'23-Apr-2017 04:30:00',0,0
'23-Apr-2017 07:30:00',0,0
'23-Apr-2017 10:30:00',123.25,33.9375
'23-Apr-2017 13:30:00',662.0625,90.625
'23-Apr-2017 16:30:00',935.125,108.25
'23-Apr-2017 19:30:00',747,98.4375
'23-Apr-2017 22:30:00',200.6875,48.5
'24-Apr-2017 01:30:00',0,0
'24-Apr-2017 04:30:00',0,0
'24-Apr-2017 07:30:00',0,0
'24-Apr-2017 10:30:00',129.5,36.125
'24-Apr-2017 13:30:00',674.75,92.6875
'24-Apr-2017 16:30:00',844.25,97.875
'24-Apr-2017 19:30:00',635.6875,83.125
'24-Apr-2017 22:30:00',134.4375,30.125
'25-Apr-2017 01:30:00',0,0
'25-Apr-2017 04:30:00',0,0
'25-Apr-2017 07:30:00',0,0
'25-Apr-2017 10:30:00',30,8.4375
'25-Apr-2017 13:30:00',202.125,29.25
'25-Apr-2017 16:30:00',295.75,35.6875
'25-Apr-2017 19:30:00',436.5,57.4375
'25-Apr-2017 22:30:00',71.8125,16.9375
'26-Apr-2017 01:30:00',0,0
'26-Apr-2017 04:30:00',0,0
'26-Apr-2017 07:30:00',0,0
'26-Apr-2017 10:30:00',28.875,8.125
'26-Apr-2017 13:30:00',162.0625,22.75
'26-Apr-2017 16:30:00',303.5625,36.5625
'26-Apr-2017 19:30:00',394.6875,52.3125
'26-Apr-2017 22:30:00',109.375,25.625
'27-Apr-2017 01:30:00',0,0
'27-Apr-2017 04:30:00',0,0
'27-Apr-2017 07:30:00',0,0
'27-Apr-2017 10:30:00',79.1875,21.3125
'27-Apr-2017 13:30:00',384.6875,53.3125
'27-Apr-2017 16:30:00',520.5625,61.6875
'27-Apr-2017 19:30:00',506.0625,67.6875
'27-Apr-2017 22:30:00',195.5,47.4375
'28-Apr-2017 01:30:00',0,0
'28-Apr-2017 04:30:00',0,0
'28-Apr-2017 07:30:00',0,0
'28-Apr-2017 10:30:00',130.75,35.6875
'28-Apr-2017 13:30:00',524.5625,73.4375
'28-Apr-2017 16:30:00',800.875,95.4375
'28-Apr-2017 19:30:00',727.4375,97.1875
'28-Apr-2017 22:30:00',206.9375,49.6875
'29-Apr-2017 01:30:00',0,0
'29-Apr-2017 04:30:00',0,0
'29-Apr-2017 07:30:00',0,0
'29-Apr-2017 10:30:00',128.4375,34.5625
'29-Apr-2017 13:30:00',613.25,83.75
'29-Apr-2017 16:30:00',883,104.375
'29-Apr-2017 19:30:00',721.6875,96.25
'29-Apr-2017 22:30:00',202.625,48.3125
'30-Apr-2017 01:30:00',0,0
'30-Apr-2017 04:30:00',0,0
'30-Apr-2017 07:30:00',0,0
'30-Apr-2017 10:30:00',142.625,38.4375
'30-Apr-2017 13:30:00',678.3125,93.125
'30-Apr-2017 16:30:00',658.25,77.625
'30-Apr-2017 19:30:00',342.4375,45.5625
'30-Apr-2017 22:30:00',120.8125,27.75
'01-May-2017 01:30:00',0,0
'01-May-2017 04:30:00',0,0
'01-May-2017 07:30:00',0,0
'01-May-2017 10:30:00',78.5625,20.375
'01-May-2017 13:30:00',603.25,82.125
'01-May-2017 16:30:00',933.75,110.5
'01-May-2017 19:30:00',734.75,97.125
'01-May-2017 22:30:00',208.75,48.6875
'02-May-2017 01:30:00',0,0
'02-May-2017 04:30:00',0,0
'02-May-2017 07:30:00',0,0
'02-May-2017 10:30:00',70.8125,18.4375
'02-May-2017 13:30:00',519.1875,68.6875
'02-May-2017 16:30:00',889.125,103.6875
'02-May-2017 19:30:00',742.9375,98.0625
'02-May-2017 22:30:00',218.8125,51.8125
'03-May-2017 01:30:00',0,0
'03-May-2017 04:30:00',0,0
'03-May-2017 07:30:00',0,0
'03-May-2017 10:30:00',152.75,40.125
'03-May-2017 13:30:00',696.625,94.5
'03-May-2017 16:30:00',967.3125,112.25
'03-May-2017 19:30:00',715.4375,92.25
'03-May-2017 22:30:00',150.4375,34.6875
'04-May-2017 01:30:00',0,0
'04-May-2017 04:30:00',0,0
'04-May-2017 07:30:00',0,0
'04-May-2017 10:30:00',159.875,41.125
'04-May-2017 13:30:00',709.75,94.0625
'04-May-2017 16:30:00',990.625,113.4375
'04-May-2017 19:30:00',707.875,90.4375
'04-May-2017 22:30:00',184.875,42.25
'05-May-2017 01:30:00',0,0
'05-May-2017 04:30:00',0,0
'05-May-2017 07:30:00',0,0
'05-May-2017 10:30:00',80,21.0625
'05-May-2017 13:30:00',301.8125,40.875
'05-May-2017 16:30:00',250.75,30
'05-May-2017 19:30:00',183.5,25.1875
'05-May-2017 22:30:00',111.25,25.5625
'06-May-2017 01:30:00',0,0
'06-May-2017 04:30:00',0,0
'06-May-2017 07:30:00',0,0
'06-May-2017 10:30:00',76.1875,19.3125
'06-May-2017 13:30:00',416.625,55.125
'06-May-2017 16:30:00',695.75,82.125
'06-May-2017 19:30:00',498.75,64.875
'06-May-2017 22:30:00',152.625,35.4375
'07-May-2017 01:30:00',0,0
'07-May-2017 04:30:00',0,0
'07-May-2017 07:30:00',0,0
'07-May-2017 10:30:00',161.5,41.5
'07-May-2017 13:30:00',708.1875,95.1875
'07-May-2017 16:30:00',875.5625,101.0625
'07-May-2017 19:30:00',680.9375,87.9375
'07-May-2017 22:30:00',233.4375,54.3125
'08-May-2017 01:30:00',0,0
'08-May-2017 04:30:00',0,0
'08-May-2017 07:30:00',0,0
'08-May-2017 10:30:00',167.625,42.625
'08-May-2017 13:30:00',722.3125,96
'08-May-2017 16:30:00',995.125,113.6875
'08-May-2017 19:30:00',781.75,100.25
'08-May-2017 22:30:00',216.3125,47.375
'09-May-2017 01:30:00',0,0
'09-May-2017 04:30:00',0,0
'09-May-2017 07:30:00',0,0
'09-May-2017 10:30:00',166.375,41.1875
'09-May-2017 13:30:00',430.8125,58.1875
'09-May-2017 16:30:00',395.1875,45.4375
'09-May-2017 19:30:00',412.8125,54.25
'09-May-2017 22:30:00',198.5,46
'10-May-2017 01:30:00',0,0
'10-May-2017 04:30:00',0,0
'10-May-2017 07:30:00',0,0
'10-May-2017 10:30:00',128.3125,31.4375
'10-May-2017 13:30:00',586,77.5
'10-May-2017 16:30:00',850.3125,96.75
'10-May-2017 19:30:00',528.8125,66.5625
'10-May-2017 22:30:00',129.8125,29.375
'11-May-2017 01:30:00',0,0
'11-May-2017 04:30:00',0,0
'11-May-2017 07:30:00',0,0
'11-May-2017 10:30:00',135.6875,32.9375
'11-May-2017 13:30:00',469.75,62.1875
'11-May-2017 16:30:00',695,79.75
'11-May-2017 19:30:00',444.1875,56.4375
'11-May-2017 22:30:00',131.375,30.125
'12-May-2017 01:30:00',0,0
'12-May-2017 04:30:00',0,0
'12-May-2017 07:30:00',0,0
'12-May-2017 10:30:00',136.8125,33
'12-May-2017 13:30:00',573.25,75.1875
'12-May-2017 16:30:00',706.5625,80.1875
'12-May-2017 19:30:00',544.3125,69
'12-May-2017 22:30:00',186.9375,42.625
'13-May-2017 01:30:00',0,0
'13-May-2017 04:30:00',0,0
'13-May-2017 07:30:00',0,0
'13-May-2017 10:30:00',151.4375,36.6875
'13-May-2017 13:30:00',454.9375,60.5
'13-May-2017 16:30:00',535.25,61.625
'13-May-2017 19:30:00',293.5625,37.625
'13-May-2017 22:30:00',65.25,14.9375
'14-May-2017 01:30:00',0,0
'14-May-2017 04:30:00',0,0
'14-May-2017 07:30:00',0,0
'14-May-2017 10:30:00',38.4375,9.5
'14-May-2017 13:30:00',189.0625,25.375
'14-May-2017 16:30:00',231.0625,27.3125
'14-May-2017 19:30:00',148.4375,19.375
'14-May-2017 22:30:00',73.4375,17.125
'15-May-2017 01:30:00',0,0
'15-May-2017 04:30:00',0,0
'15-May-2017 07:30:00',0,0
'15-May-2017 10:30:00',53.4375,12.8125
'15-May-2017 13:30:00',226.75,29.75
'15-May-2017 16:30:00',357.75,41.5625
'15-May-2017 19:30:00',304.3125,39.8125
'15-May-2017 22:30:00',104.9375,23.75
'16-May-2017 01:30:00',0,0
'16-May-2017 04:30:00',0,0
'16-May-2017 07:30:00',0,0
'16-May-2017 10:30:00',182.625,45.125
'16-May-2017 13:30:00',726,95.9375
'16-May-2017 16:30:00',970,110.6875
'16-May-2017 19:30:00',779.4375,99.625
'16-May-2017 22:30:00',248.9375,56.125
'17-May-2017 01:30:00',0,0
'17-May-2017 04:30:00',0,0
'17-May-2017 07:30:00',0,0
'17-May-2017 10:30:00',181.6875,44.9375
'17-May-2017 13:30:00',715.125,95.5
'17-May-2017 16:30:00',971.8125,112.5625
'17-May-2017 19:30:00',771.1875,99.5
'17-May-2017 22:30:00',253.0625,57.8125
'18-May-2017 01:30:00',0,0
'18-May-2017 04:30:00',0,0
'18-May-2017 07:30:00',0,0
'18-May-2017 10:30:00',181.75,44.875
'18-May-2017 13:30:00',709.4375,95.125
'18-May-2017 16:30:00',962,111.5
'18-May-2017 19:30:00',760.125,97.75
'18-May-2017 22:30:00',246.25,55.375
'19-May-2017 01:30:00',0,0
'19-May-2017 04:30:00',0,0
'19-May-2017 07:30:00',0,0
'19-May-2017 10:30:00',182.0625,45
'19-May-2017 13:30:00',709.5625,95.125
'19-May-2017 16:30:00',966.75,112.3125
'19-May-2017 19:30:00',763.25,98.625
'19-May-2017 22:30:00',253.25,58.0625
'20-May-2017 01:30:00',0,0
'20-May-2017 04:30:00',0,0
'20-May-2017 07:30:00',0,0
'20-May-2017 10:30:00',175.75,43.4375
'20-May-2017 13:30:00',439.875,58.625
'20-May-2017 16:30:00',760.0625,86.5
'20-May-2017 19:30:00',791.8125,99.8125
'20-May-2017 22:30:00',266.4375,59.875
'21-May-2017 01:30:00',0,0
'21-May-2017 04:30:00',0,0
'21-May-2017 07:30:00',0,0
'21-May-2017 10:30:00',195.125,47.25
'21-May-2017 13:30:00',740.75,96.8125
'21-May-2017 16:30:00',1002.3125,114.125
'21-May-2017 19:30:00',794.5,100.5625
'21-May-2017 22:30:00',265.4375,59.1875
'22-May-2017 01:30:00',0,0
'22-May-2017 04:30:00',0,0
'22-May-2017 07:30:00',0,0
'22-May-2017 10:30:00',33.625,8.75
'22-May-2017 13:30:00',133.875,17.9375
'22-May-2017 16:30:00',162.625,19.5
'22-May-2017 19:30:00',128.6875,17.25
'22-May-2017 22:30:00',80.25,17.4375
'23-May-2017 01:30:00',0,0
'23-May-2017 04:30:00',0,0
'23-May-2017 07:30:00',0,0
'23-May-2017 10:30:00',184.375,44.5
'23-May-2017 13:30:00',704.875,92.75
'23-May-2017 16:30:00',952.375,108.625
'23-May-2017 19:30:00',634.875,78.625
'23-May-2017 22:30:00',163.8125,36.3125
'24-May-2017 01:30:00',0,0
'24-May-2017 04:30:00',0,0
'24-May-2017 07:30:00',0,0
'24-May-2017 10:30:00',56.6875,13.75
'24-May-2017 13:30:00',130.875,17.5625
'24-May-2017 16:30:00',226.5625,26.6875
'24-May-2017 19:30:00',330.875,42.9375
'24-May-2017 22:30:00',171.5,39.375
'25-May-2017 01:30:00',0,0
'25-May-2017 04:30:00',0,0
'25-May-2017 07:30:00',0,0
'25-May-2017 10:30:00',53.8125,13.8125
'25-May-2017 13:30:00',159.4375,21.75
'25-May-2017 16:30:00',215.8125,25.8125
'25-May-2017 19:30:00',284.0625,36.9375
'25-May-2017 22:30:00',149.25,35.0625
'26-May-2017 01:30:00',0,0
'26-May-2017 04:30:00',0,0
'26-May-2017 07:30:00',0,0
'26-May-2017 10:30:00',105.25,24.875
'26-May-2017 13:30:00',413.625,55.375
'26-May-2017 16:30:00',385.5,45
'26-May-2017 19:30:00',271.3125,35.625
'26-May-2017 22:30:00',76.125,18.0625
'27-May-2017 01:30:00',0,0
'27-May-2017 04:30:00',0,0
'27-May-2017 07:30:00',0,0
'27-May-2017 10:30:00',193.5625,46.625
'27-May-2017 13:30:00',689.8125,91.1875
'27-May-2017 16:30:00',898.4375,102.6875
'27-May-2017 19:30:00',523.125,64.8125
'27-May-2017 22:30:00',144.875,33.8125
'28-May-2017 01:30:00',0.0625,0.0625
'28-May-2017 04:30:00',0,0
'28-May-2017 07:30:00',0,0
'28-May-2017 10:30:00',152.0625,35.8125
'28-May-2017 13:30:00',597.375,77.9375
'28-May-2017 16:30:00',821.4375,93.5625
'28-May-2017 19:30:00',735.75,92.1875
'28-May-2017 22:30:00',245.9375,52.3125
'29-May-2017 01:30:00',0.125,0.0625
'29-May-2017 04:30:00',0,0
'29-May-2017 07:30:00',0,0
'29-May-2017 10:30:00',45.5625,11.125
'29-May-2017 13:30:00',167,22.25
'29-May-2017 16:30:00',231.75,27.3125
'29-May-2017 19:30:00',148.75,19.375
'29-May-2017 22:30:00',77.3125,18.5625
'30-May-2017 01:30:00',0.0625,0.0625
'30-May-2017 04:30:00',0,0
'30-May-2017 07:30:00',0,0
'30-May-2017 10:30:00',189.75,44.375
'30-May-2017 13:30:00',687.0625,88.875
'30-May-2017 16:30:00',823.6875,93.8125
'30-May-2017 19:30:00',775,97.75
'30-May-2017 22:30:00',258.125,56.625
'31-May-2017 01:30:00',0.1875,0.125
'31-May-2017 04:30:00',0,0
'31-May-2017 07:30:00',0,0
'31-May-2017 10:30:00',153.3125,37.625
'31-May-2017 13:30:00',484.6875,64.125
'31-May-2017 16:30:00',602.125,69.25
'31-May-2017 19:30:00',665.8125,85.875
'31-May-2017 22:30:00',281,62.625
'01-Jun-2017 01:30:00',0.25,0.1875
'01-Jun-2017 04:30:00',0,0
'01-Jun-2017 07:30:00',0,0
'01-Jun-2017 10:30:00',193.4375,46.6875
'01-Jun-2017 13:30:00',727.6875,96.125
'01-Jun-2017 16:30:00',985.9375,113.1875
'01-Jun-2017 19:30:00',795,100.75
'01-Jun-2017 22:30:00',285.25,63.3125
'02-Jun-2017 01:30:00',0.3125,0.1875
'02-Jun-2017 04:30:00',0,0
'02-Jun-2017 07:30:00',0,0
'02-Jun-2017 10:30:00',204.875,48.875
'02-Jun-2017 13:30:00',746.0625,97.25
'02-Jun-2017 16:30:00',1004.9375,114.125
'02-Jun-2017 19:30:00',805.25,101.3125
'02-Jun-2017 22:30:00',280.75,60.1875
'03-Jun-2017 01:30:00',0.1875,0.125
'03-Jun-2017 04:30:00',0,0
'03-Jun-2017 07:30:00',0,0
'03-Jun-2017 10:30:00',207.125,49.3125
'03-Jun-2017 13:30:00',576.875,76.5625
'03-Jun-2017 16:30:00',646.25,73.4375
'03-Jun-2017 19:30:00',544.5625,68.8125
'03-Jun-2017 22:30:00',271.5625,60.25
'04-Jun-2017 01:30:00',0.25,0.1875
'04-Jun-2017 04:30:00',0,0
'04-Jun-2017 07:30:00',0,0
'04-Jun-2017 10:30:00',205.1875,48.625
'04-Jun-2017 13:30:00',736.375,95.8125
'04-Jun-2017 16:30:00',964.25,109.625
'04-Jun-2017 19:30:00',480.5,60.5
'04-Jun-2017 22:30:00',133.5625,27.3125
'05-Jun-2017 01:30:00',0.125,0.0625
'05-Jun-2017 04:30:00',0,0
'05-Jun-2017 07:30:00',0,0
'05-Jun-2017 10:30:00',136.625,31.6875
